tarih,istasyon_adi,gunluk_yolcu,nem,maksimum_sicaklik,minimum_sicaklik,ruzgar_hizi,ay,gun,donem
2024-03-12,Arnavutköy,349,56.0,33.0,26.0,8.0,3,12,Okul
2024-03-13,Arnavutköy,402,78.0,8.0,7.0,37.0,3,13,Okul
2024-03-14,Arnavutköy,380,69.0,11.0,7.0,17.0,3,14,Okul
2024-03-15,Arnavutköy,411,72.0,10.0,8.0,11.0,3,15,Okul
2024-03-16,Arnavutköy,342,65.0,13.0,5.0,15.0,3,16,Okul
2024-03-17,Arnavutköy,403,65.0,17.0,12.0,13.0,3,17,Okul
2024-03-18,Arnavutköy,350,60.0,23.0,14.0,7.0,3,18,Okul
2024-03-19,Arnavutköy,409,65.0,18.0,14.0,6.0,3,19,Okul
2024-03-20,Arnavutköy,346,68.0,14.0,11.0,19.0,3,20,Okul
2024-03-21,Arnavutköy,418,72.0,13.0,9.0,27.0,3,21,Okul
2024-03-22,Arnavutköy,338,57.0,13.0,9.0,21.0,3,22,Okul
2024-03-23,Arnavutköy,365,59.0,14.0,9.0,18.0,3,23,Okul
2024-03-24,Arnavutköy,356,51.0,11.0,7.0,20.0,3,24,Okul
2024-03-25,Arnavutköy,394,53.0,17.0,8.0,10.0,3,25,Okul
2024-03-26,Arnavutköy,354,52.0,17.0,11.0,11.0,3,26,Okul
2024-03-27,Arnavutköy,417,71.0,12.0,10.0,19.0,3,27,Okul
2024-03-28,Arnavutköy,404,59.0,10.0,7.0,29.0,3,28,Okul
2024-03-29,Arnavutköy,335,59.0,9.0,7.0,39.0,3,29,Okul
2024-03-30,Arnavutköy,331,59.0,10.0,8.0,42.0,3,30,Okul
2024-03-31,Arnavutköy,410,64.0,12.0,9.0,33.0,3,31,Okul
2024-04-01,Arnavutköy,448,76.0,5.0,5.0,32.0,4,1,Okul
2024-04-02,Arnavutköy,475,61.0,18.0,14.0,7.0,4,2,Okul
2024-04-03,Arnavutköy,458,53.0,13.0,6.0,8.0,4,3,Okul
2024-04-04,Arnavutköy,475,74.0,12.0,8.0,20.0,4,4,Okul
2024-04-05,Arnavutköy,435,55.0,22.0,17.0,12.0,4,5,Okul
2024-04-06,Arnavutköy,414,59.0,25.0,21.0,10.0,4,6,Okul
2024-04-07,Arnavutköy,405,62.0,30.0,24.0,22.0,4,7,Okul
2024-04-08,Arnavutköy,417,62.0,26.0,23.0,18.0,4,8,Okul
2024-04-09,Arnavutköy,466,62.0,26.0,23.0,18.0,4,9,Okul
2024-04-10,Arnavutköy,460,62.0,26.0,23.0,18.0,4,10,Okul
2024-04-11,Arnavutköy,450,62.0,26.0,23.0,18.0,4,11,Okul
2024-04-12,Arnavutköy,459,62.0,26.0,23.0,18.0,4,12,Okul
2024-04-13,Arnavutköy,449,73.0,18.0,13.0,7.0,4,13,Okul
2024-04-14,Arnavutköy,495,82.0,15.0,11.0,15.0,4,14,Okul
2024-04-15,Arnavutköy,422,78.0,12.0,9.0,18.0,4,15,Okul
2024-04-16,Arnavutköy,471,62.0,12.0,9.0,17.0,4,16,Okul
2024-04-17,Arnavutköy,413,58.0,16.0,10.0,8.0,4,17,Okul
2024-04-18,Arnavutköy,432,74.0,13.0,10.0,19.0,4,18,Okul
2024-04-19,Arnavutköy,466,62.0,12.0,9.0,19.0,4,19,Okul
2024-04-20,Arnavutköy,448,56.0,11.0,9.0,20.0,4,20,Okul
2024-04-21,Arnavutköy,397,51.0,13.0,9.0,13.0,4,21,Okul
2024-04-22,Arnavutköy,468,49.0,16.0,10.0,10.0,4,22,Okul
2024-04-23,Arnavutköy,442,53.0,16.0,8.0,16.0,4,23,Okul
2024-04-24,Arnavutköy,484,61.0,21.0,12.0,9.0,4,24,Okul
2024-04-25,Arnavutköy,446,64.0,20.0,14.0,10.0,4,25,Okul
2024-04-26,Arnavutköy,466,63.0,19.0,13.0,11.0,4,26,Okul
2024-04-27,Arnavutköy,476,58.0,21.0,14.0,5.0,4,27,Okul
2024-04-28,Arnavutköy,430,63.0,21.0,16.0,8.0,4,28,Okul
2024-04-29,Arnavutköy,462,66.0,22.0,17.0,7.0,4,29,Okul
2024-04-30,Arnavutköy,420,54.0,21.0,17.0,18.0,4,30,Okul
2024-05-01,Arnavutköy,438,80.0,6.0,5.0,28.0,5,1,Okul
2024-05-02,Arnavutköy,413,70.0,14.0,12.0,17.0,5,2,Okul
2024-05-03,Arnavutköy,417,55.0,14.0,9.0,16.0,5,3,Okul
2024-05-04,Arnavutköy,489,71.0,18.0,9.0,11.0,5,4,Okul
2024-05-05,Arnavutköy,485,58.0,23.0,17.0,12.0,5,5,Okul
2024-05-06,Arnavutköy,428,62.0,28.0,21.0,7.0,5,6,Okul
2024-05-07,Arnavutköy,423,65.0,29.0,23.0,17.0,5,7,Okul
2024-05-08,Arnavutköy,410,52.0,27.0,23.0,18.0,5,8,Okul
2024-05-09,Arnavutköy,436,52.0,27.0,23.0,18.0,5,9,Okul
2024-05-10,Arnavutköy,445,52.0,27.0,23.0,18.0,5,10,Okul
2024-05-11,Arnavutköy,400,52.0,27.0,23.0,18.0,5,11,Okul
2024-05-12,Arnavutköy,444,52.0,27.0,23.0,18.0,5,12,Okul
2024-05-13,Arnavutköy,442,63.0,21.0,15.0,23.0,5,13,Okul
2024-05-14,Arnavutköy,482,71.0,23.0,15.0,18.0,5,14,Okul
2024-05-15,Arnavutköy,445,71.0,24.0,17.0,9.0,5,15,Okul
2024-05-16,Arnavutköy,434,67.0,23.0,17.0,15.0,5,16,Okul
2024-05-17,Arnavutköy,495,77.0,19.0,14.0,16.0,5,17,Okul
2024-05-18,Arnavutköy,400,80.0,20.0,16.0,9.0,5,18,Okul
2024-05-19,Arnavutköy,453,67.0,24.0,18.0,12.0,5,19,Okul
2024-05-20,Arnavutköy,454,55.0,25.0,21.0,11.0,5,20,Okul
2024-05-21,Arnavutköy,447,60.0,25.0,19.0,9.0,5,21,Okul
2024-05-22,Arnavutköy,414,60.0,25.0,19.0,9.0,5,22,Okul
2024-05-23,Arnavutköy,487,57.0,25.0,20.0,8.0,5,23,Okul
2024-05-24,Arnavutköy,487,70.0,22.0,18.0,11.0,5,24,Okul
2024-05-25,Arnavutköy,420,72.0,21.0,16.0,13.0,5,25,Okul
2024-05-26,Arnavutköy,488,67.0,26.0,18.0,10.0,5,26,Okul
2024-05-27,Arnavutköy,488,59.0,26.0,17.0,14.0,5,27,Okul
2024-05-28,Arnavutköy,465,61.0,30.0,20.0,6.0,5,28,Okul
2024-05-29,Arnavutköy,419,57.0,28.0,23.0,11.0,5,29,Okul
2024-05-30,Arnavutköy,470,64.0,27.0,20.0,11.0,5,30,Okul
2024-05-31,Arnavutköy,435,60.0,30.0,23.0,7.0,5,31,Okul
2024-06-01,Arnavutköy,331,68.0,5.0,4.0,17.0,6,1,Okul
2024-06-02,Arnavutköy,315,81.0,12.0,11.0,23.0,6,2,Okul
2024-06-03,Arnavutköy,383,76.0,14.0,12.0,16.0,6,3,Okul
2024-06-04,Arnavutköy,322,75.0,15.0,10.0,19.0,6,4,Okul
2024-06-05,Arnavutköy,324,62.0,22.0,17.0,16.0,6,5,Okul
2024-06-06,Arnavutköy,374,62.0,28.0,23.0,6.0,6,6,Okul
2024-06-07,Arnavutköy,307,61.0,29.0,24.0,11.0,6,7,Okul
2024-06-08,Arnavutköy,395,51.0,27.0,23.0,20.0,6,8,Okul
2024-06-09,Arnavutköy,379,51.0,27.0,23.0,20.0,6,9,Okul
2024-06-10,Arnavutköy,402,51.0,27.0,23.0,20.0,6,10,Tatil
2024-06-11,Arnavutköy,310,51.0,27.0,23.0,20.0,6,11,Tatil
2024-06-12,Arnavutköy,399,51.0,27.0,23.0,20.0,6,12,Tatil
2024-06-13,Arnavutköy,317,64.0,30.0,24.0,8.0,6,13,Tatil
2024-06-14,Arnavutköy,345,63.0,28.0,23.0,14.0,6,14,Tatil
2024-06-15,Arnavutköy,309,67.0,28.0,23.0,12.0,6,15,Tatil
2024-06-16,Arnavutköy,359,68.0,28.0,23.0,17.0,6,16,Tatil
2024-06-17,Arnavutköy,387,63.0,30.0,23.0,18.0,6,17,Tatil
2024-06-18,Arnavutköy,350,66.0,29.0,23.0,18.0,6,18,Tatil
2024-06-19,Arnavutköy,316,62.0,28.0,24.0,18.0,6,19,Tatil
2024-06-20,Arnavutköy,354,58.0,29.0,24.0,11.0,6,20,Tatil
2024-06-21,Arnavutköy,348,61.0,29.0,24.0,11.0,6,21,Tatil
2024-06-22,Arnavutköy,373,66.0,30.0,24.0,13.0,6,22,Tatil
2024-06-23,Arnavutköy,404,62.0,32.0,24.0,7.0,6,23,Tatil
2024-06-24,Arnavutköy,373,47.0,31.0,26.0,14.0,6,24,Tatil
2024-06-25,Arnavutköy,367,70.0,29.0,24.0,24.0,6,25,Tatil
2024-06-26,Arnavutköy,380,70.0,29.0,24.0,24.0,6,26,Tatil
2024-06-27,Arnavutköy,322,59.0,29.0,24.0,22.0,6,27,Tatil
2024-06-28,Arnavutköy,400,57.0,30.0,24.0,15.0,6,28,Tatil
2024-06-29,Arnavutköy,314,54.0,25.0,22.0,24.0,6,29,Tatil
2024-06-30,Arnavutköy,349,50.0,25.0,22.0,18.0,6,30,Tatil
2024-07-01,Arnavutköy,359,75.0,3.0,3.0,25.0,7,1,Tatil
2024-07-02,Arnavutköy,323,76.0,9.0,7.0,29.0,7,2,Tatil
2024-07-03,Arnavutköy,300,57.0,17.0,11.0,9.0,7,3,Tatil
2024-07-04,Arnavutköy,339,73.0,18.0,11.0,8.0,7,4,Tatil
2024-07-05,Arnavutköy,290,67.0,17.0,15.0,20.0,7,5,Tatil
2024-07-06,Arnavutköy,347,56.0,29.0,24.0,8.0,7,6,Tatil
2024-07-07,Arnavutköy,329,53.0,31.0,23.0,14.0,7,7,Tatil
2024-07-08,Arnavutköy,306,59.0,28.0,22.0,22.0,7,8,Tatil
2024-07-09,Arnavutköy,342,59.0,28.0,22.0,22.0,7,9,Tatil
2024-07-10,Arnavutköy,352,59.0,28.0,22.0,22.0,7,10,Tatil
2024-07-11,Arnavutköy,335,59.0,28.0,22.0,22.0,7,11,Tatil
2024-07-12,Arnavutköy,345,59.0,28.0,22.0,22.0,7,12,Tatil
2024-07-13,Arnavutköy,289,46.0,27.0,22.0,8.0,7,13,Tatil
2024-07-14,Arnavutköy,366,53.0,23.0,20.0,9.0,7,14,Tatil
2024-07-15,Arnavutköy,343,63.0,25.0,20.0,10.0,7,15,Tatil
2024-07-16,Arnavutköy,302,57.0,26.0,22.0,12.0,7,16,Tatil
2024-07-17,Arnavutköy,372,63.0,26.0,22.0,23.0,7,17,Tatil
2024-07-18,Arnavutköy,363,56.0,27.0,22.0,16.0,7,18,Tatil
2024-07-19,Arnavutköy,345,60.0,28.0,23.0,20.0,7,19,Tatil
2024-07-20,Arnavutköy,339,62.0,28.0,22.0,24.0,7,20,Tatil
2024-07-21,Arnavutköy,286,59.0,28.0,23.0,20.0,7,21,Tatil
2024-07-22,Arnavutköy,315,57.0,29.0,23.0,19.0,7,22,Tatil
2024-07-23,Arnavutköy,325,56.0,30.0,24.0,17.0,7,23,Tatil
2024-07-24,Arnavutköy,289,64.0,26.0,23.0,18.0,7,24,Tatil
2024-07-25,Arnavutköy,297,59.0,28.0,23.0,14.0,7,25,Tatil
2024-07-26,Arnavutköy,320,58.0,29.0,23.0,17.0,7,26,Tatil
2024-07-27,Arnavutköy,289,59.0,28.0,23.0,19.0,7,27,Tatil
2024-07-28,Arnavutköy,300,66.0,28.0,22.0,19.0,7,28,Tatil
2024-07-29,Arnavutköy,346,63.0,30.0,25.0,10.0,7,29,Tatil
2024-07-30,Arnavutköy,379,69.0,29.0,24.0,10.0,7,30,Tatil
2024-07-31,Arnavutköy,316,58.0,31.0,25.0,8.0,7,31,Tatil
2024-08-01,Arnavutköy,341,73.0,3.0,2.0,24.0,8,1,Tatil
2024-08-02,Arnavutköy,306,64.0,8.0,6.0,15.0,8,2,Tatil
2024-08-03,Arnavutköy,296,57.0,18.0,13.0,9.0,8,3,Tatil
2024-08-04,Arnavutköy,347,71.0,20.0,14.0,8.0,8,4,Tatil
2024-08-05,Arnavutköy,278,61.0,16.0,13.0,10.0,8,5,Tatil
2024-08-06,Arnavutköy,304,59.0,29.0,23.0,13.0,8,6,Tatil
2024-08-07,Arnavutköy,305,54.0,31.0,25.0,12.0,8,7,Tatil
2024-08-08,Arnavutköy,317,59.0,29.0,23.0,19.0,8,8,Tatil
2024-08-09,Arnavutköy,289,59.0,29.0,23.0,19.0,8,9,Tatil
2024-08-10,Arnavutköy,348,59.0,29.0,23.0,19.0,8,10,Tatil
2024-08-11,Arnavutköy,353,59.0,29.0,23.0,19.0,8,11,Tatil
2024-08-12,Arnavutköy,291,59.0,29.0,23.0,19.0,8,12,Tatil
2024-08-13,Arnavutköy,352,61.0,29.0,24.0,28.0,8,13,Tatil
2024-08-14,Arnavutköy,370,72.0,29.0,24.0,17.0,8,14,Tatil
2024-08-15,Arnavutköy,333,75.0,27.0,24.0,15.0,8,15,Tatil
2024-08-16,Arnavutköy,362,73.0,26.0,23.0,19.0,8,16,Tatil
2024-08-17,Arnavutköy,349,72.0,25.0,18.0,19.0,8,17,Tatil
2024-08-18,Arnavutköy,327,58.0,26.0,21.0,13.0,8,18,Tatil
2024-08-19,Arnavutköy,340,61.0,26.0,22.0,18.0,8,19,Tatil
2024-08-20,Arnavutköy,336,65.0,27.0,22.0,20.0,8,20,Tatil
2024-08-21,Arnavutköy,276,70.0,28.0,21.0,15.0,8,21,Tatil
2024-08-22,Arnavutköy,309,71.0,29.0,24.0,17.0,8,22,Tatil
2024-08-23,Arnavutköy,324,74.0,28.0,24.0,20.0,8,23,Tatil
2024-08-24,Arnavutköy,338,71.0,30.0,24.0,19.0,8,24,Tatil
2024-08-25,Arnavutköy,352,69.0,30.0,24.0,20.0,8,25,Tatil
2024-08-26,Arnavutköy,282,66.0,30.0,24.0,25.0,8,26,Tatil
2024-08-27,Arnavutköy,332,61.0,30.0,24.0,27.0,8,27,Tatil
2024-08-28,Arnavutköy,356,58.0,28.0,24.0,27.0,8,28,Tatil
2024-08-29,Arnavutköy,326,61.0,27.0,23.0,24.0,8,29,Tatil
2024-08-30,Arnavutköy,349,64.0,27.0,22.0,20.0,8,30,Tatil
2024-08-31,Arnavutköy,276,63.0,26.0,22.0,22.0,8,31,Tatil
2024-09-01,Arnavutköy,297,62.0,7.0,3.0,25.0,9,1,Tatil
2024-09-02,Arnavutköy,384,64.0,11.0,7.0,8.0,9,2,Tatil
2024-09-03,Arnavutköy,308,66.0,17.0,14.0,14.0,9,3,Tatil
2024-09-04,Arnavutköy,317,74.0,17.0,12.0,12.0,9,4,Tatil
2024-09-05,Arnavutköy,313,57.0,18.0,13.0,6.0,9,5,Tatil
2024-09-06,Arnavutköy,371,68.0,27.0,22.0,18.0,9,6,Tatil
2024-09-07,Arnavutköy,367,58.0,32.0,25.0,8.0,9,7,Tatil
2024-09-08,Arnavutköy,384,61.0,29.0,23.0,20.0,9,8,Tatil
2024-09-09,Arnavutköy,302,61.0,29.0,23.0,20.0,9,9,Tatil
2024-09-10,Arnavutköy,343,61.0,29.0,23.0,20.0,9,10,Tatil
2024-09-11,Arnavutköy,334,61.0,29.0,23.0,20.0,9,11,Tatil
2024-09-12,Arnavutköy,330,61.0,29.0,23.0,20.0,9,12,Tatil
2024-09-13,Arnavutköy,372,61.0,29.0,23.0,20.0,9,13,Tatil
2024-09-14,Arnavutköy,379,61.0,29.0,23.0,20.0,9,14,Okul
2024-09-15,Arnavutköy,297,61.0,29.0,23.0,20.0,9,15,Okul
2024-09-16,Arnavutköy,296,61.0,29.0,23.0,20.0,9,16,Okul
2024-09-17,Arnavutköy,355,61.0,29.0,23.0,20.0,9,17,Okul
2024-09-18,Arnavutköy,301,61.0,29.0,23.0,20.0,9,18,Okul
2024-09-19,Arnavutköy,339,61.0,29.0,23.0,20.0,9,19,Okul
2024-09-20,Arnavutköy,312,61.0,29.0,23.0,20.0,9,20,Okul
2024-09-21,Arnavutköy,373,61.0,29.0,23.0,20.0,9,21,Okul
2024-09-22,Arnavutköy,310,61.0,29.0,23.0,20.0,9,22,Okul
2024-09-23,Arnavutköy,286,61.0,29.0,23.0,20.0,9,23,Okul
2024-09-24,Arnavutköy,314,61.0,29.0,23.0,20.0,9,24,Okul
2024-09-25,Arnavutköy,334,61.0,29.0,23.0,20.0,9,25,Okul
2024-09-26,Arnavutköy,306,61.0,29.0,23.0,20.0,9,26,Okul
2024-09-27,Arnavutköy,298,61.0,29.0,23.0,20.0,9,27,Okul
2024-09-28,Arnavutköy,290,61.0,29.0,23.0,20.0,9,28,Okul
2024-09-29,Arnavutköy,312,61.0,29.0,23.0,20.0,9,29,Okul
2024-09-30,Arnavutköy,333,61.0,29.0,23.0,20.0,9,30,Okul
2024-10-01,Arnavutköy,374,69.0,12.0,10.0,33.0,10,1,Okul
2024-10-02,Arnavutköy,356,67.0,10.0,7.0,6.0,10,2,Okul
2024-10-03,Arnavutköy,332,72.0,16.0,13.0,16.0,10,3,Okul
2024-10-04,Arnavutköy,286,78.0,14.0,12.0,15.0,10,4,Okul
2024-10-05,Arnavutköy,317,65.0,19.0,15.0,9.0,10,5,Okul
2024-10-06,Arnavutköy,331,70.0,26.0,22.0,20.0,10,6,Okul
2024-10-07,Arnavutköy,349,63.0,28.0,23.0,15.0,10,7,Okul
2024-10-08,Arnavutköy,340,59.0,30.0,23.0,20.0,10,8,Okul
2024-10-09,Arnavutköy,383,59.0,30.0,23.0,20.0,10,9,Okul
2024-10-10,Arnavutköy,347,59.0,30.0,23.0,20.0,10,10,Okul
2024-10-11,Arnavutköy,341,59.0,30.0,23.0,20.0,10,11,Okul
2024-10-12,Arnavutköy,326,59.0,30.0,23.0,20.0,10,12,Okul
2024-10-13,Arnavutköy,295,59.0,30.0,23.0,20.0,10,13,Okul
2024-10-14,Arnavutköy,323,59.0,30.0,23.0,20.0,10,14,Okul
2024-10-15,Arnavutköy,377,59.0,30.0,23.0,20.0,10,15,Okul
2024-10-16,Arnavutköy,290,59.0,30.0,23.0,20.0,10,16,Okul
2024-10-17,Arnavutköy,362,59.0,30.0,23.0,20.0,10,17,Okul
2024-10-18,Arnavutköy,308,59.0,30.0,23.0,20.0,10,18,Okul
2024-10-19,Arnavutköy,337,59.0,30.0,23.0,20.0,10,19,Okul
2024-10-20,Arnavutköy,364,59.0,30.0,23.0,20.0,10,20,Okul
2024-10-21,Arnavutköy,329,59.0,30.0,23.0,20.0,10,21,Okul
2024-10-22,Arnavutköy,320,59.0,30.0,23.0,20.0,10,22,Okul
2024-10-23,Arnavutköy,289,59.0,30.0,23.0,20.0,10,23,Okul
2024-10-24,Arnavutköy,358,59.0,30.0,23.0,20.0,10,24,Okul
2024-10-25,Arnavutköy,361,59.0,30.0,23.0,20.0,10,25,Okul
2024-10-26,Arnavutköy,352,59.0,30.0,23.0,20.0,10,26,Okul
2024-10-27,Arnavutköy,299,59.0,30.0,23.0,20.0,10,27,Okul
2024-10-28,Arnavutköy,377,59.0,30.0,23.0,20.0,10,28,Okul
2024-10-29,Arnavutköy,344,59.0,30.0,23.0,20.0,10,29,Okul
2024-10-30,Arnavutköy,342,59.0,30.0,23.0,20.0,10,30,Okul
2024-10-31,Arnavutköy,349,59.0,30.0,23.0,20.0,10,31,Okul
2024-11-01,Arnavutköy,304,84.0,11.0,9.0,26.0,11,1,Okul
2024-11-02,Arnavutköy,301,64.0,14.0,9.0,15.0,11,2,Okul
2024-11-03,Arnavutköy,295,62.0,18.0,14.0,15.0,11,3,Okul
2024-11-04,Arnavutköy,315,77.0,16.0,12.0,20.0,11,4,Okul
2024-11-05,Arnavutköy,277,70.0,20.0,15.0,11.0,11,5,Okul
2024-11-06,Arnavutköy,320,68.0,28.0,22.0,10.0,11,6,Okul
2024-11-07,Arnavutköy,268,71.0,22.0,18.0,24.0,11,7,Okul
2024-11-08,Arnavutköy,339,63.0,28.0,23.0,26.0,11,8,Okul
2024-11-09,Arnavutköy,309,63.0,28.0,23.0,26.0,11,9,Okul
2024-11-10,Arnavutköy,315,63.0,28.0,23.0,26.0,11,10,Okul
2024-11-11,Arnavutköy,258,63.0,28.0,23.0,26.0,11,11,Okul
2024-11-12,Arnavutköy,291,63.0,28.0,23.0,26.0,11,12,Okul
2024-11-13,Arnavutköy,314,63.0,28.0,23.0,26.0,11,13,Okul
2024-11-14,Arnavutköy,241,63.0,28.0,23.0,26.0,11,14,Okul
2024-11-15,Arnavutköy,267,63.0,28.0,23.0,26.0,11,15,Okul
2024-11-16,Arnavutköy,312,63.0,28.0,23.0,26.0,11,16,Okul
2024-11-17,Arnavutköy,255,63.0,28.0,23.0,26.0,11,17,Okul
2024-11-18,Arnavutköy,272,63.0,28.0,23.0,26.0,11,18,Okul
2024-11-19,Arnavutköy,299,63.0,28.0,23.0,26.0,11,19,Okul
2024-11-20,Arnavutköy,339,63.0,28.0,23.0,26.0,11,20,Okul
2024-11-21,Arnavutköy,300,63.0,28.0,23.0,26.0,11,21,Okul
2024-11-22,Arnavutköy,300,63.0,28.0,23.0,26.0,11,22,Okul
2024-11-23,Arnavutköy,274,63.0,28.0,23.0,26.0,11,23,Okul
2024-11-24,Arnavutköy,308,63.0,28.0,23.0,26.0,11,24,Okul
2024-11-25,Arnavutköy,288,63.0,28.0,23.0,26.0,11,25,Okul
2024-11-26,Arnavutköy,287,63.0,28.0,23.0,26.0,11,26,Okul
2024-11-27,Arnavutköy,316,63.0,28.0,23.0,26.0,11,27,Okul
2024-11-28,Arnavutköy,291,63.0,28.0,23.0,26.0,11,28,Okul
2024-11-29,Arnavutköy,332,63.0,28.0,23.0,26.0,11,29,Okul
2024-11-30,Arnavutköy,313,63.0,28.0,23.0,26.0,11,30,Okul
2024-12-01,Arnavutköy,288,82.0,6.0,5.0,25.0,12,1,Okul
2024-12-02,Arnavutköy,289,73.0,14.0,11.0,26.0,12,2,Okul
2024-12-03,Arnavutköy,307,76.0,15.0,8.0,26.0,12,3,Okul
2024-12-04,Arnavutköy,280,69.0,17.0,13.0,20.0,12,4,Okul
2024-12-05,Arnavutköy,241,62.0,22.0,16.0,9.0,12,5,Okul
2024-12-06,Arnavutköy,272,70.0,28.0,22.0,8.0,12,6,Okul
2024-12-07,Arnavutköy,290,50.0,26.0,21.0,6.0,12,7,Okul
2024-12-08,Arnavutköy,209,55.0,29.0,24.0,30.0,12,8,Okul
2024-12-09,Arnavutköy,266,55.0,29.0,24.0,30.0,12,9,Okul
2024-12-10,Arnavutköy,235,55.0,29.0,24.0,30.0,12,10,Okul
2024-12-11,Arnavutköy,273,55.0,29.0,24.0,30.0,12,11,Okul
2024-12-12,Arnavutköy,304,55.0,29.0,24.0,30.0,12,12,Okul
2024-12-13,Arnavutköy,306,55.0,29.0,24.0,30.0,12,13,Okul
2024-12-14,Arnavutköy,216,55.0,29.0,24.0,30.0,12,14,Okul
2024-12-15,Arnavutköy,303,55.0,29.0,24.0,30.0,12,15,Okul
2024-12-16,Arnavutköy,225,55.0,29.0,24.0,30.0,12,16,Okul
2024-12-17,Arnavutköy,292,55.0,29.0,24.0,30.0,12,17,Okul
2024-12-18,Arnavutköy,252,55.0,29.0,24.0,30.0,12,18,Okul
2024-12-19,Arnavutköy,262,55.0,29.0,24.0,30.0,12,19,Okul
2024-12-20,Arnavutköy,270,55.0,29.0,24.0,30.0,12,20,Okul
2024-12-21,Arnavutköy,287,55.0,29.0,24.0,30.0,12,21,Okul
2024-12-22,Arnavutköy,244,55.0,29.0,24.0,30.0,12,22,Okul
2024-12-23,Arnavutköy,223,55.0,29.0,24.0,30.0,12,23,Okul
2024-12-24,Arnavutköy,222,55.0,29.0,24.0,30.0,12,24,Okul
2024-12-25,Arnavutköy,267,55.0,29.0,24.0,30.0,12,25,Okul
2024-12-26,Arnavutköy,262,55.0,29.0,24.0,30.0,12,26,Okul
2024-12-27,Arnavutköy,292,55.0,29.0,24.0,30.0,12,27,Okul
2024-12-28,Arnavutköy,306,55.0,29.0,24.0,30.0,12,28,Okul
2024-12-29,Arnavutköy,221,55.0,29.0,24.0,30.0,12,29,Okul
2024-12-30,Arnavutköy,227,55.0,29.0,24.0,30.0,12,30,Okul
2024-12-31,Arnavutköy,303,55.0,29.0,24.0,30.0,12,31,Okul
2024-01-01,Ayvansaray,68,67.0,9.0,7.0,31.0,1,1,Okul
2024-01-02,Ayvansaray,42,68.0,12.0,10.0,25.0,1,2,Okul
2024-01-03,Ayvansaray,58,68.0,14.0,9.0,27.0,1,3,Okul
2024-01-04,Ayvansaray,33,69.0,13.0,9.0,17.0,1,4,Okul
2024-01-05,Ayvansaray,32,60.0,20.0,16.0,19.0,1,5,Okul
2024-01-06,Ayvansaray,20,74.0,24.0,20.0,16.0,1,6,Okul
2024-01-07,Ayvansaray,42,49.0,28.0,22.0,18.0,1,7,Okul
2024-01-08,Ayvansaray,75,58.0,31.0,25.0,16.0,1,8,Okul
2024-01-09,Ayvansaray,48,66.0,27.0,22.0,21.0,1,9,Okul
2024-01-10,Ayvansaray,29,66.0,27.0,22.0,21.0,1,10,Okul
2024-01-11,Ayvansaray,10,66.0,27.0,22.0,21.0,1,11,Okul
2024-01-12,Ayvansaray,58,66.0,27.0,22.0,21.0,1,12,Okul
2024-01-13,Ayvansaray,27,73.0,5.0,4.0,17.0,1,13,Okul
2024-01-14,Ayvansaray,61,73.0,9.0,6.0,18.0,1,14,Okul
2024-01-15,Ayvansaray,81,75.0,7.0,4.0,27.0,1,15,Tatil
2024-01-16,Ayvansaray,73,61.0,6.0,3.0,22.0,1,16,Tatil
2024-01-17,Ayvansaray,35,67.0,10.0,7.0,16.0,1,17,Tatil
2024-01-18,Ayvansaray,20,65.0,12.0,9.0,16.0,1,18,Tatil
2024-01-19,Ayvansaray,7,75.0,13.0,10.0,14.0,1,19,Tatil
2024-01-20,Ayvansaray,83,70.0,13.0,10.0,11.0,1,20,Tatil
2024-01-21,Ayvansaray,20,77.0,10.0,8.0,15.0,1,21,Tatil
2024-01-22,Ayvansaray,0,79.0,10.0,7.0,17.0,1,22,Tatil
2024-01-23,Ayvansaray,0,73.0,13.0,10.0,16.0,1,23,Tatil
2024-01-24,Ayvansaray,70,66.0,14.0,11.0,22.0,1,24,Tatil
2024-01-25,Ayvansaray,45,68.0,14.0,10.0,19.0,1,25,Tatil
2024-01-26,Ayvansaray,32,67.0,14.0,11.0,13.0,1,26,Tatil
2024-01-27,Ayvansaray,38,82.0,8.0,7.0,15.0,1,27,Tatil
2024-01-28,Ayvansaray,80,77.0,13.0,9.0,10.0,1,28,Tatil
2024-01-29,Ayvansaray,77,66.0,15.0,12.0,17.0,1,29,Tatil
2024-01-30,Ayvansaray,70,63.0,14.0,11.0,11.0,1,30,Tatil
2024-01-31,Ayvansaray,14,68.0,14.0,11.0,23.0,1,31,Tatil
2024-02-01,Ayvansaray,98,75.0,8.0,7.0,13.0,2,1,Tatil
2024-02-02,Ayvansaray,115,67.0,15.0,11.0,14.0,2,2,Tatil
2024-02-03,Ayvansaray,43,79.0,12.0,8.0,17.0,2,3,Okul
2024-02-04,Ayvansaray,80,74.0,13.0,10.0,21.0,2,4,Okul
2024-02-05,Ayvansaray,91,68.0,18.0,15.0,13.0,2,5,Okul
2024-02-06,Ayvansaray,19,71.0,27.0,20.0,8.0,2,6,Okul
2024-02-07,Ayvansaray,112,58.0,28.0,22.0,20.0,2,7,Okul
2024-02-08,Ayvansaray,74,62.0,29.0,25.0,16.0,2,8,Okul
2024-02-09,Ayvansaray,31,66.0,27.0,22.0,23.0,2,9,Okul
2024-02-10,Ayvansaray,45,66.0,27.0,22.0,23.0,2,10,Okul
2024-02-11,Ayvansaray,108,66.0,27.0,22.0,23.0,2,11,Okul
